PTM#,Final determination,genetic match/notes,Determination in the field,Vial in Martone Lab?,Extracted?,Date of Extraction,PCR date (psbA),psbA sequence?,PCR date (CO1),CO1 sequence?,PCR date (rbcL),RbcL sequence?,SSU sequence?,Red/Coralline/Green/Brown,Locality,Date Collected,Notes,Accession #,Missing accession,Habitat,Fragments available?,Latitude,Longitude,Main Collector,Other collectors,Determiners
1395,NA,messy M13F,Liagora orientalis,no,x (JN),8/12/2015,NA,NA,8/18/2015,NA,NA,NA,NA,Red,"Nuclear Power Plant Outlet, Kenting, Taiwan",NA,"slippery mucusy branched algae with white core, video (also with red epiphyte?); Taiwan 31; pressed onto kimwipe, did not grind properly, no genetic sample left in vial",NA,Y,8m,NA,21.9319194444444,120.745047222222,NA,NA,NA
1396,NA,Amansia fimbrifolia 96% on BLAST,Unknown Red,no,x (JN),8/12/2015,NA,NA,8/18/2015,NA,NA,NA,NA,Red,"Nuclear Power Plant Outlet, Kenting, Taiwan",NA,flower-like rosette with peltate/stripitate branching; Taiwan 32; no genetic sample left in vial,NA,Y,5m,NA,21.9319194444444,120.745047222222,NA,NA,NA
1398,Tricleocarpa fragilis,98.26% on BOLD,Tricleocarpa fragilis,yes,x (JN),8/13/2015,NA,NA,8/18/2015,NA,NA,NA,NA,Red,"Nuclear Power Plant Outlet, Kenting, Taiwan",NA,Taiwan 34; voucher - herbarium box; ziploc fragments,voucher - herbarium box,NA,10m;base of rocks near sand;,Yes,21.9319194444444,120.745047222222,NA,NA,NA
1399,NA,NA,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN); sequence messy,NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 35; ziploc fragments only,A92937,NA,mid-intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1400,NA,Corallina sp.3frondescens 96% match on BLAST - moderate seq,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 36; PCR worked after 1:10 dilution; ziploc fragments,A92938,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1401,NA,sequence match 96.24% with Corallina sp. 1GWS in BOLD,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 37; ziploc fragments,A92939,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1402,NA,sequence match 96.7% with Corallina sp. 1GWS in BOLD,Corallina aberrans,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 38; ziploc fragments,A92940,NA,mid intertidal under saccharina,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1403,Corallina arbuscula,sequence match 99.63% in BOLD,Corallina confusa,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,resembles C. vancouveriensis; Japan 39; ziploc fragments,A92941,NA,mid intertidal under saccharina,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1404,Corallina caespitosa,sequence match 99.62% in BOLD,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,dense mats; Japan 40; ziploc fragments,A92942,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1405,Corallina arbuscula,sequence match 99.15% in BOLD,Corallina officinalis,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 41; ziploc fragments,A92943,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1406,Corallina caespitosa,sequence match 98.87% in BOLD,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 42; ziploc fragments,A92944,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1407,Corallina arbuscula,sequence match 99.44% in BOLD,Corallina pilulifera,No,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 43; No genetic sample left in vial,A92945,NA,mid intertidal,NA,43.2123611111111,140.853611111111,NA,NA,NA
1408,NA,sequence match 96.69% with Corallina caespitosa in BOLD,Corallina officinalis,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,very fouled & impacted sediment; Japan 44; ziploc fragments,A92946,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1409,NA,sequence match 96.53% with Corallina sp. 1GWS in BOLD,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 45; ziploc fragments - gorund sample only,A92947,NA,mid intertidal; under saccharina,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1410,NA,sequence match 96.48% with Corallina caespitosa in BOLD,Corallina aberrans,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 46; ziploc fragments,A92948,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1411,Corallina arbuscula,sequence match 99.35% in BOLD,Corallina pilulifera,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"oshoro Bay, Oshoro Marine Station, Japan",NA,"photo, Japan 47",A92949,NA,high tidepool,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1412,Corallina arbuscula,sequence match 99.82% in BOLD,Corallina officinalis,yes,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 48,A92950,NA,mid intertidal,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1413,NA,"sequence match 87.97% with Corallinac
 sp. 12BCcrust in BOLD",Coralline Crust,No,x (JN),7/17/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 49; No genetic sample left in vial; ground material did not reach half 0.1 mark,A92951,NA,mid intertidal; crust on Anhfeltiopsis,NA,43.2123611111111,140.853611111111,NA,NA,NA
1414,NA,"sequence match 96.28% with Pneophyllum
 zostericola in BOLD",Melobesia sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"oshoro Bay, Oshoro Marine Station, Japan",NA,Japan 50,A92952,NA,low intertidal; on phyllospadix,Yes,43.2123611111111,140.853611111111,NA,NA,NA
1415,Corallina arbuscula,100% match on BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 51; PCR worked after 1:10 dilution,A92953,NA,low intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1416,NA,sequence match 97.06% with Corallina caespitosa in BOLD,Corallina officinalis,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 52,A92954,NA,low intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1417,NA,sequence match 96.43% with Corallina caespitosa in BOLD,Corallina officinalis,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 53,A92955,NA,low intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1418,Corallina officinalis,sequence match 100% in BOLD,"""Pachyarthron""",yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,morph of C. officinalis; Japan 54,A92956,NA,low intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1419,NA,sequence match 92.53% with Corallina sp. 3frondescens in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 55,A92957,NA,low intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1420,Corallina officinalis,sequence match 100% in BOLD,"""Pachyarthron""",yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,morph of C. officinalis; Japan 56,A92958,NA,low intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1421,NA,sequence match 94.66% with Corallina sp. 3frondescens in BOLD,Corallina officinalis,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 57,A92959,NA,not in colection papers,Yes,42.3105,140.967361111111,NA,NA,NA
1422,Corallina arbuscula,sequence match 100% in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Muroran, Japan",NA,photo; Japan 58; PCR worked after 1:10 dilution,A92960,NA,high intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1423,Corallina arbuscula,sequence match 99.31% in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 59,A92961,NA,upper mid-intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1424,Corallina arbuscula,sequence match 100% in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 60,A92962,NA,high tidepool,Yes,42.3105,140.967361111111,NA,NA,NA
1425,NA,"sequence match 95% with Lithothamnion sp. BCcrust in BOLD
",Lithophyllum sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,photo on blue pants after crab; Japan 61,A92963,NA,low intertidal on cobble,Yes,42.3105,140.967361111111,NA,NA,NA
1426,NA,sequence match 97.06% in BOLD with Lithophyllum sp.; sequence is messy,Lithophyllum sp.,yes,x (JN),7/20/2015,NA,NA,7/31/2015,x (JN); sequence is messy,NA,NA,NA,Coralline,"Muroran, Japan",NA,"photo, very bumpy, Japan 62",A92964,NA,low intertidal on cobble,Yes,42.3105,140.967361111111,NA,NA,NA
1427,NA,messy M13F,Lithophyllum sp.,yes,x (JN),7/20/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Muroran, Japan",NA,"generally smooth, photo, Japan 63; PCR worked after 1:10 dilution",A92965,NA,mid intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1428,NA,"sequence match 95% with Lithothamnion sp. BCcrust in BOLD
",Lithophyllum sp.,yes,x (JN),7/20/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Muroran, Japan",NA,"bumpy, photo, Japan 64; PCR worked after 1:10 dilution",A92966,NA,mid intertidal,Yes,42.3105,140.967361111111,NA,NA,NA
1429,NA,sequence match 87.6% with Metagoniolithon chara in BOLD,Unknown Coraline Crust,no,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,"Crust, smooth, Japan 65; no genetic sample left in vial",A92967,NA,on cobble,NA,42.3105,140.967361111111,NA,NA,NA
1430,NA,"sequence match 95% with Lithothamnion sp. BCcrust in BOLD
",Lithophyllum sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Muroran, Japan",NA,Japan 66,A92968,NA,not in colection papers,Yes,42.3105,140.967361111111,NA,NA,NA
1431,NA,sequence match 87.6% with Metagoniolithon chara in BOLD,Unknown Coralline Crust,no,x (JN),7/20/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Muroran, Japan",NA,"Coralline crust, ~2-3cm diameter crust, smooth, Japan 67; no genetic sample left in vial; PCR worked after 1:10 dilution",A92969,NA,on cobble,NA,42.3105,140.967361111111,NA,NA,NA
1432,NA,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,yes,x (JN),8/13/2015,NA,NA,8/18/2015,NA,NA,NA,NA,Coralline,"Cape Tachimachi, Hakodate, Japan",NA,Japan 68,A92970,NA,low intertidal,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1433,NA,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,yes,x (JN),8/13/2015,NA,NA,8/7/2015,NA,NA,NA,NA,Coralline,"Cape Tachimachi, Hakodate, Japan",NA,Japan 69,A92971,NA,low intertidal,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1434,NA,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,yes,x (JN),8/13/2015,NA,NA,8/18/2015,NA,NA,NA,NA,Coralline,"Cape Tachimachi, Hakodate, Japan",NA,Japan 70,A92972,NA,low,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1435,NA,sequence match 94.72% with Alatocladia sp.2modesta in BOLD,Alatocladia yessoensis,yes,x (JN),8/13/2015,NA,NA,8/7/2015,NA,NA,NA,NA,Coralline,"Cape Tachimachi, Hakodate, Japan",NA,small morph; Japan 71,A92973,NA,low,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1436,Corallina caespitosa,sequence match 99.44% in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Cape Tachimachi, Hakodate, Japan",NA,Japan 72,A92974,NA,low,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1437,Corallina caespitosa,sequence match 98.95% in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"Cape Tachimachi, Hakodate, Japan",NA,Japan 73,A92975,NA,lower mid pool,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1438,Corallina caespitosa,sequence match 98.31% in BOLD,Corallina sp.,yes,x (JN),7/20/2015,NA,NA,7/20/2015,x (JN),NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,Japan 74,A92976,NA,high pool,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1439,NA,sequence match 94.66% with Corallina sp. 3frondescens in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,Japan 75,A92977,NA,mid pool,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1440,NA,sequence match 96.34% with Corallina caespitosa in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,Japan 76,A92978,NA,mid pool,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1441,Corallina caespitosa,sequence match 99.2% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,"densely pached fronds, corymbose apices, Japan 77",A92979,NA,mid pool,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1442,Corallina arbuscula,sequence match 100% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,"like c. vancouveriensis, Japan 78",A92980,NA,lower mid,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1443,Corallina caespitosa,sequence match 99.47% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,"like c. vancouveriensis, Japan 79
",A92981,NA,lower mid,Yes,41.7453055555556,140.722138888889,NA,NA,NA
1444,NA,NA,Unknown Coralline Crust,yes,x (JN),7/15/2015,NA,NA,7/15/2015,x (JN) sequence messy,NA,NA,NA,Coralline,"cape Tachimachi, Hakodate, Japan",NA,"coralline crust, purple gray, like spongites neofar, Japan 80; genetic sample looked dirty- not present on the sheet, number strached out and replaced with 81, have left on the sheet.",A92982,NA,"high, on lower part of boulders",Yes,41.7453055555556,140.722138888889,NA,NA,NA
1445,Corallina aberrans,sequence match 99.34% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 81,A92983,NA,lower mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1446,Corallina caespitosa,sequence match 99.79% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 82,A92984,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1447,Corallina crassissima,100% on BOLD,Corallina crassisima,yes,x (JN),8/13/2015,NA,NA,8/7/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 83,A92985,NA,lower mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1448,Alatocladia modesta,99.68% match on BOLD,Alatocladia modesta,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 84,A92986,NA,not in colection papers,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1449,Corallina caespitosa,sequence match 99.43% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 85,A92987,NA,upper mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1450,Corallina declinata,100% match on BOLD,Corallina declinata,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 86;,A92988,NA,not in colection papers,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1451,Corallina caespitosa,sequence match 99.66% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 87,A92989,NA,mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1452,Corallina crassissima,100% match on BOLD,Corallina crassisima,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"Japan 88;
",A92990,NA,mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1453,NA,sequence match 93.05% with Amphiroa sp. 2NOV in BOLD,"
Amphiroa beauvoisii",yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"chiba University Marine Institute, Katsuura, Japan",NA,Japan 89;,A92991,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1454,Corallina caespitosa,sequence match 99.44% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 90,A92992,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1455,"Corallina declinata
",sequence match 100% in BOLD,"Corallina declinata
",yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 91,A92993,NA,not in colection papers,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1456,Amphiroa zonata,sequence match 98.83% in BOLD,Amphiroa beauvoisii,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 92,A92994,NA,mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1457,Corallina sp. 1GWS,sequence match 99.44% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 93,A92995,NA,not in colection papers,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1458,Corallina caespitosa,sequence 98.79% match in BOLD,Corallina vancouveriensis,yes,x (JN),7/15/2015,NA,NA,7/15/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 94; genetic sample appeared dirty,A92996,NA,not in colection papers,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1459,Corallina caespitosa,sequence match 99.44% in BOLD,Corallina sp.,no,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 95,A92997,NA,not in colection papers,NA,35.1342222222222,140.284722222222,NA,NA,NA
1460,Corallina caespitosa,sequence match 99.62% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 96,A92998,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1461,Corallina caespitosa,sequence 99.14% match in BOLD,Corallina vancouveriensis,yes,x (JN),7/15/2015,NA,NA,7/15/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 97,A92999,NA,mid exposed,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1462,NA,94.2% Alatocladia sp.2modesta,Alatocladia yessoensis,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 98,A93000,NA,low,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1463,Corallina maxima,100% match on BOLD,Serraticardia maxima,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 99,A93001,NA,not in colection papers,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1464,Corallina aberrans,sequence match 99.47% in BOLD,Corallina declinata,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 100,A93002,NA,mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1465,NA,sequence match 87.6% Corallinac sp. 12BCcrust in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 101,A93003,NA,mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1466,Corallina caespitosa,sequence match 100% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 102,A93004,NA,mid pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1467,Corallina caespitosa,sequence match 99.77% in BOLD,Corallina sp.,yes,x (JN),7/22/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 103,A93005,NA,upper mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1468,NA,sequence match 95.45% with Corallina caespitosa in BOLD,Corallina officinalis,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,Japan 104,A93006,NA,"in sand, high",Yes,35.1342222222222,140.284722222222,NA,NA,NA
1469,Corallina caespitosa,sequence 100% match in BOLD,Corallina vancouveriensis,yes,x (JN),7/15/2015,NA,NA,7/15/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,exposed; Japan 105,A93007,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1470,NA,messy M13F,Titanoderma sp.,no,x (JN),7/24/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"Japan 106; no genetic sample left in vial, ground material did not reach half 0.1 mark; PCR worked after 1:10 dilution",A93008,NA,on Sargassum fusiforme,NA,35.1342222222222,140.284722222222,NA,NA,NA
1471,Corallina caespitosa,sequence match 99.44% in BOLD,Corallina sp.,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,wave exposed; Japan 107,A93009,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1472,Corallina caespitosa,sequence match 99.39% in BOLD,Corallina sp.,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,wave exposed; Japan 108,A93010,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1473,Corallina melobesioides,98% match to Corallina caespitosa; determination based on morphology,Corallina melobesioides,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"exposed, common; Japan 109",A93011,NA,low,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1474,Corallina melobesioides,NA,Corallina melobesioides,yes,x (JN),8/26/2015,NA,NA,8/26/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,exposedl common; Japan 110; PCR product in freezer ready to get sequenced(PCR032 tube 7A),A93012,NA,low,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1475,NA,sequence match 85.6% to Spongites decipiens in BOLD,Unknown Coralline Crust,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"2cm diameter, purple gray; Japan 111",A93013,NA,"high, vertical face rock",Yes,35.1342222222222,140.284722222222,NA,NA,NA
1476,NA,sequence match 88.68% with Synarthrophyton sp. in BOLD,Coralline crust,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"dark pink, rough texture; Japan 112",A93014,NA,low pool,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1477,NA,messy M13F seq,Lithophyllum sp.,yes,x (JN),7/24/2015,NA,NA,7/31/2015,NA,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"~1mm wide, small branched, exposed; Japan 113; PCR worked after 1:10 dilution",A93015,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1478,NA,NA,Lithophyllum sp.,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN); sequence messy,NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,"~2-3mm wide, small branched, exposed; Japan 114",A93016,NA,mid,Yes,35.1342222222222,140.284722222222,NA,NA,NA
1479,NA,sequence match 88.65% with Phymatolithon calcareum in BOLD,Coralline crust,yes,x (JN),7/24/2015,NA,NA,7/27/2015,x (JN),NA,NA,NA,Coralline,"Chiba University Marine Institute, Katsuura, Japan",NA,dark pink; Japan 115,A93017,NA,"mid, under Sargassum fusiforme",Yes,35.1342222222222,140.284722222222,NA,NA,NA
